substance_a_id,substance_b_id,pair_key,origin,interaction_code,interaction_label,risk_scale,summary,confidence,mechanism,mechanism_category,timing,evidence_gaps,evidence_tier,field_notes,sources,source_refs,source_fingerprint
psilocybin,amphetamine_stims,amphetamine_stims|psilocybin,explicit,CAU,Caution / Moderate Risk,3,Prescription or recreational amphetamine stimulants add cardiovascular and anxiety load to psilocybin even without MAOI potentiation.,low,"This is an additive arousal problem rather than the hypertensive-crisis pattern seen with ayahuasca plus stimulants. Heart rate, blood pressure, panic, insomnia, and overheating become more likely as dose rises.",stimulant_stack,,,mechanistic inference + field guidance,,entheogen-interactions-research-update,entheogen_interactions_research_update,8da8c85ff41da84cd1e40db9387a2d8021787792624a78383595bcd7bd0ea642
psilocybin,methylphenidate,methylphenidate|psilocybin,explicit,CAU,Caution / Moderate Risk,3,"Outside the ayahuasca/MAOI context this is not the same level of crisis risk, but additive heart-rate, blood-pressure, and anxiety load still warrant caution.",low,"Methylphenidate raises catecholaminergic tone while psilocybin can also elevate heart rate and intensify stimulation, especially in anxious or sleep-deprived users.",unknown,,,mechanistic inference + field guidance,,entheogen-interactions-research-update,entheogen_interactions_research_update,8da8c85ff41da84cd1e40db9387a2d8021787792624a78383595bcd7bd0ea642
psilocybin,cocaine,cocaine|psilocybin,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
psilocybin,mdma_2cx_dox_nbome,mdma_2cx_dox_nbome|psilocybin,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
psilocybin,serotonergic_opioids,psilocybin|serotonergic_opioids,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
psilocybin,antipsychotics,antipsychotics|psilocybin,explicit,LOW_MOD,"Low Risk, Effect Modulation",2,"Many antipsychotics will blunt psilocybin more than they increase direct toxicity, but the underlying psychiatric indication may still make psychedelic use a poor fit.",medium,"5-HT2A antagonism reliably suppresses classic psychedelic effects. The principal concern is less serotonin toxicity than medication discontinuation, psychosis risk, and dose-chasing against receptor blockade.",serotonergic,,,systematic interaction review + clinical exclusion practice,,entheogen-interactions-research-update,entheogen_interactions_research_update,8da8c85ff41da84cd1e40db9387a2d8021787792624a78383595bcd7bd0ea642
psilocybin,antihypertensives,antihypertensives|psilocybin,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
psilocybin,benzodiazepines,benzodiazepines|psilocybin,explicit,LOW_MOD,"Low Risk, Effect Modulation",2,Usually a blunting or rescue-medication issue rather than a toxicological one.,medium,Benzodiazepines reduce arousal and can dampen the behavioral and emotional intensity of psilocybin without adding serotonergic load.,unknown,,,toxicology practice + field consensus,,entheogen-interactions-research-update,entheogen_interactions_research_update,8da8c85ff41da84cd1e40db9387a2d8021787792624a78383595bcd7bd0ea642
psilocybin,lithium,lithium|psilocybin,explicit,DAN,Dangerous / Contraindicated,5,Lithium has the clearest published seizure signal of the missing medication classes and should be treated as contraindicated with classic psychedelics.,medium,"The exact mechanism is unresolved, but observational report analysis found a striking seizure rate when lithium was combined with classic psychedelics. Because psilocybin already changes cortical excitability and lithium alters second-messenger systems, the pairing is treated conservatively.",unknown,,"The signal is observational rather than trial-based, but it is strong enough to justify a hard warning.",observational report analysis + harm-reduction consensus,,entheogen-interactions-research-update,entheogen_interactions_research_update,8da8c85ff41da84cd1e40db9387a2d8021787792624a78383595bcd7bd0ea642
psilocybin,lamotrigine,lamotrigine|psilocybin,explicit,LOW_MOD,"Low Risk, Effect Modulation",2,"Current observational evidence suggests lower interaction concern than lithium, with many reports describing little change in intensity and no seizure signal.",low,"Lamotrigine is anticonvulsant rather than serotonergic, so the main expectation is possible mild effect modulation rather than a toxic synergy.",unknown,,Evidence remains observational and much thinner than for standard antidepressant categories.,observational report analysis,,entheogen-interactions-research-update,entheogen_interactions_research_update,8da8c85ff41da84cd1e40db9387a2d8021787792624a78383595bcd7bd0ea642
psilocybin,ketamine,ketamine|psilocybin,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
psilocybin,clonidine_guanfacine,clonidine_guanfacine|psilocybin,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
psilocybin,beta_blockers_ccb,beta_blockers_ccb|psilocybin,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
nn_dmt,nn_dmt,nn_dmt|nn_dmt,self,SELF,Same Entity / N-A,-1,Same entity selected; this is not an interaction pair.,n/a,,unknown,,,,,n/a,not_available,b5b0768226f40e6af798930d183da3215b33a06828f62399ea2303cb27fee6c5
nn_dmt,five_meo_dmt,five_meo_dmt|nn_dmt,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
nn_dmt,mescaline_peyote,mescaline_peyote|nn_dmt,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
nn_dmt,yopo,nn_dmt|yopo,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
nn_dmt,lsd,lsd|nn_dmt,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
nn_dmt,salvia,nn_dmt|salvia,fallback,CAU,Caution / Moderate Risk,3,"Salvia is non-serotonergic, but same-session use with classic psychedelics can become unsafe because disorientation, dysphoria, and accident risk stack badly.",low,"Salvinorin A is a kappa-opioid agonist rather than a classic serotonergic psychedelic. The overlap is at autonomic activation and severe state disruption, not receptor-level serotonin toxicity.",serotonergic,,"Formal combination studies are absent, so this remains a precautionary field rule.",mechanistic inference + salvia risk literature,,entheogen-interactions-research-update,entheogen_interactions_research_update,8da8c85ff41da84cd1e40db9387a2d8021787792624a78383595bcd7bd0ea642
nn_dmt,belladonna,belladonna|nn_dmt,fallback,DAN,Dangerous / Contraindicated,5,Tropane-rich deliriants such as belladonna and Brugmansia should be treated as contraindicated with psychedelics because anticholinergic toxidrome and psychedelic disorganization are a dangerous mix.,medium,"Belladonna and Brugmansia contain atropine-, scopolamine-, and hyoscyamine-like alkaloids that can produce tachycardia, hyperthermia, delirium, urinary retention, arrhythmia, and profound confusion. Combining that with serotonergic psychedelic effects is a worst-case operational scenario.",unknown,,"Controlled co-use studies are effectively impossible, so toxicology cases and ethnographic caution will remain the evidence base.",toxicology case literature + ethnographic caution,,entheogen-interactions-research-update,entheogen_interactions_research_update,8da8c85ff41da84cd1e40db9387a2d8021787792624a78383595bcd7bd0ea642
nn_dmt,brugmansia,brugmansia|nn_dmt,fallback,DAN,Dangerous / Contraindicated,5,Tropane-rich deliriants such as belladonna and Brugmansia should be treated as contraindicated with psychedelics because anticholinergic toxidrome and psychedelic disorganization are a dangerous mix.,medium,"Belladonna and Brugmansia contain atropine-, scopolamine-, and hyoscyamine-like alkaloids that can produce tachycardia, hyperthermia, delirium, urinary retention, arrhythmia, and profound confusion. Combining that with serotonergic psychedelic effects is a worst-case operational scenario.",unknown,,"Controlled co-use studies are effectively impossible, so toxicology cases and ethnographic caution will remain the evidence base.",toxicology case literature + ethnographic caution,,entheogen-interactions-research-update,entheogen_interactions_research_update,8da8c85ff41da84cd1e40db9387a2d8021787792624a78383595bcd7bd0ea642
nn_dmt,kambo,kambo|nn_dmt,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
nn_dmt,tobacco_rape,nn_dmt|tobacco_rape,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
nn_dmt,cannabis,cannabis|nn_dmt,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
nn_dmt,alcohol,alcohol|nn_dmt,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
nn_dmt,ssri,nn_dmt|ssri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
nn_dmt,snri,nn_dmt|snri,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
nn_dmt,tricyclic_ad,nn_dmt|tricyclic_ad,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
nn_dmt,maoi_pharma,maoi_pharma|nn_dmt,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
nn_dmt,atypical_ad,atypical_ad|nn_dmt,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
nn_dmt,ndri_bupropion,ndri_bupropion|nn_dmt,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
nn_dmt,amphetamine_stims,amphetamine_stims|nn_dmt,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
nn_dmt,methylphenidate,methylphenidate|nn_dmt,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
nn_dmt,cocaine,cocaine|nn_dmt,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
nn_dmt,mdma_2cx_dox_nbome,mdma_2cx_dox_nbome|nn_dmt,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
nn_dmt,serotonergic_opioids,nn_dmt|serotonergic_opioids,unknown,UNK,Unknown/Insufficient Data,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,low,,unknown,,,,,source-gap,source_gap,e4fd07eea0d0220c7a90d6b6991b1a4eec24a8003b5d526b5e4f0d2b9ecbba26
